time,wind_speed,active_power,energy_mwh
2026-07-01,7.160018547813526,0.880727296749194,21.137455121980658
2026-07-02,7.057600454008511,0.9397163363871003,22.553192073290408
2026-07-03,7.354158480620428,0.9784435748839363,23.48264579721447
2026-07-04,6.903288120613649,0.8633646720877811,20.720752130106746
2026-07-05,7.850311403849024,1.104439279841369,26.506542716192854
2026-07-06,7.313374186965296,0.9525301789642538,22.86072429514209
2026-07-07,7.091784706894711,0.9575462296520324,22.98110951164878
2026-07-08,7.13219997621796,0.8900618935398656,21.361485444956777
2026-07-09,6.897618466835431,0.8279681289631364,19.871235095115274
2026-07-10,7.185158524727379,0.9444893735985923,22.667744966366214
2026-07-11,6.838074163245578,0.8225485945029056,19.741166268069733
2026-07-12,7.346045369943172,0.9590294176083942,23.01670602260146
2026-07-13,6.8442711934971205,0.8108992190534657,19.46158125728318
2026-07-14,6.916872533692122,0.856950383175099,20.566809196202374
2026-07-15,7.668229140790038,1.0779494357616695,25.870786458280065
2026-07-16,7.408987245061653,0.9687725891716021,23.25054214011845
2026-07-17,6.935519485859569,0.8533702218635117,20.480885324724284
2026-07-18,6.94798737930965,0.8512394505452527,20.429746813086066
2026-07-19,7.396944279100295,1.024024282284335,24.57658277482404
2026-07-20,6.827850111295628,0.7953271081994814,19.087850596787554
2026-07-21,7.046387407577274,0.8634203767281904,20.72208904147657
2026-07-22,7.173447631014093,0.9287218405367442,22.289324172881862
2026-07-23,7.091648696344108,0.935539008744569,22.452936209869655
2026-07-24,6.602802710894654,0.7366443018790264,17.679463245096635
2026-07-25,7.152091381758091,0.8939661007248979,21.45518641739755
2026-07-26,7.467795246939032,1.019379022507071,24.465096540169704
2026-07-27,6.476950969139688,0.7499282497391011,17.998277993738427
2026-07-28,7.227849312013916,0.9933491325306512,23.840379180735628
2026-07-29,7.494605688277991,1.0063829751111693,24.153191402668064
2026-07-30,6.970154767759588,0.8611925044010688,20.66862010562565
2026-07-31,7.336299060198988,1.0002423509987395,24.005816423969748
