time,wind_speed,active_power
2026-07-01 00:00:00,5.704844439064891,0.28913860985092377
2026-07-01 00:10:00,2.8213780965128095,0.0
2026-07-01 00:20:00,7.9347120025188485,0.8813943404804666
2026-07-01 00:30:00,6.96029536025586,0.6796113199739449
2026-07-01 00:40:00,11.349123182595642,2.4652429672448144
2026-07-01 00:50:00,7.894458215507487,0.926810123357539
2026-07-01 01:00:00,4.510311899779072,0.09552187825343142
2026-07-01 01:10:00,2.211524424305445,0.0
2026-07-01 01:20:00,8.840313385476888,1.2782658999992937
2026-07-01 01:30:00,6.0472086371587706,0.37401285768012466
2026-07-01 01:40:00,6.778010041731351,0.4527490328608018
2026-07-01 01:50:00,5.174107299604078,0.1344007720288467
2026-07-01 02:00:00,1.0003809665052943,0.0
2026-07-01 02:10:00,9.724722077209165,1.7146862984901736
2026-07-01 02:20:00,8.44893979049314,1.132693505860271
2026-07-01 02:30:00,7.6656353524663015,0.9117145243308077
2026-07-01 02:40:00,8.992087537693212,1.2029147683326926
2026-07-01 02:50:00,3.2625795699254203,0.1695535702971422
2026-07-01 03:00:00,12.906637214960876,3.0
2026-07-01 03:10:00,6.0440532203490145,0.47448390677130203
2026-07-01 03:20:00,8.079303708135361,1.0136646292030602
2026-07-01 03:30:00,9.238513106168739,1.411226410866414
2026-07-01 03:40:00,0.0,
2026-07-01 03:50:00,12.02613659001672,
2026-07-01 04:00:00,7.168698102905789,0.6223195458212536
2026-07-01 04:10:00,1.9022636280700285,0.0
2026-07-01 04:20:00,5.915928722687716,0.4509070843462478
2026-07-01 04:30:00,15.189250052440295,3.0
2026-07-01 04:40:00,6.2834529671841866,0.5729864746000286
2026-07-01 04:50:00,2.72812475780575,0.0
2026-07-01 05:00:00,6.505295591130653,0.5512597479953985
2026-07-01 05:10:00,8.156117146738081,0.9655426468141782
2026-07-01 05:20:00,5.138902467484159,0.11888700975577157
2026-07-01 05:30:00,5.1912026222456085,0.2606214595984702
2026-07-01 05:40:00,10.543226587045954,2.06820446135007
2026-07-01 05:50:00,9.501109231318186,1.5728190805944253
2026-07-01 06:00:00,6.982379157108294,0.5679079311111022
2026-07-01 06:10:00,6.792868413958873,0.6047013014134831
2026-07-01 06:20:00,7.439061577604581,0.8274020489292357
2026-07-01 06:30:00,5.699843493130238,0.2830912270441544
2026-07-01 06:40:00,6.9696181639621155,0.5092478198478994
2026-07-01 06:50:00,7.409547102709089,0.7716342763814944
2026-07-01 07:00:00,11.430282837090527,-2.8805964193350886
2026-07-01 07:10:00,3.5005589205462373,0.08241909822121282
2026-07-01 07:20:00,9.82010719510479,1.6425569523553751
2026-07-01 07:30:00,12.018374752192555,3.0
2026-07-01 07:40:00,4.429306989541507,0.0
2026-07-01 07:50:00,7.557957829146632,3.2463322818902376
2026-07-01 08:00:00,-8.255420806934305,0.8143411415430903
2026-07-01 08:10:00,6.513388238153537,0.5539896601252658
2026-07-01 08:20:00,5.565183702250813,0.19654143356455314
2026-07-01 08:30:00,4.000806037887923,0.0017566607844499357
2026-07-01 08:40:00,0.36384763584970425,0.0
2026-07-01 08:50:00,8.72245179198758,1.1902538967775518
2026-07-01 09:00:00,0.0,0.0
2026-07-01 09:10:00,8.52914054717735,1.0528441060129086
2026-07-01 09:20:00,9.744673893752868,1.6656839113984514
2026-07-01 09:30:00,3.9011950760057195,0.09564954692766948
2026-07-01 09:40:00,8.688508743374584,1.0862812808865447
2026-07-01 09:50:00,9.145203271856307,1.4595926646611705
2026-07-01 10:00:00,9.148608067195763,
2026-07-01 10:10:00,5.666459791111393,0.11736263476971145
2026-07-01 10:20:00,8.05094031302227,1.0206426442026666
2026-07-01 10:30:00,7.6074603692732845,0.7089168796222124
2026-07-01 10:40:00,4.577214799790496,0.13616090074075676
2026-07-01 10:50:00,5.420329990635393,0.07055279662166355
2026-07-01 11:00:00,8.947876186775028,1.3396130484150908
2026-07-01 11:10:00,5.379376657402794,0.16639278111552416
2026-07-01 11:20:00,8.351922382603105,1.0320019182530862
2026-07-01 11:30:00,-7.784138539856288,0.5202121196658971
2026-07-01 11:40:00,6.29725762091954,0.34476563211343536
2026-07-01 11:50:00,7.343783211216593,-0.916083601687657
2026-07-01 12:00:00,8.023509935573705,0.9294028545533131
2026-07-01 12:10:00,7.217072314015475,0.6764005148074886
2026-07-01 12:20:00,7.549735099349326,0.8435360238945255
